"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
9261,0.022,0,0.198,0.324,0.456
9262,0.579,0,0,0.4,0.021
9263,0.996,0,0,0,0.004
9264,0.976,0,0,0.014,0.01
9265,0.97,0,0,0,0.03
9266,0.097,0.002,0.001,0.041,0.859
9267,0.898,0,0,0.051,0.051
9268,0.363,0,0,0.011,0.626
9269,0.22,0,0.002,0.001,0.777
9270,0.948,0,0,0,0.052
9271,0.942,0,0,0,0.058
9272,0.953,0,0.001,0,0.046
9273,0.984,0,0,0.013,0.003
9274,0.03,0,0,0.014,0.956
9275,0.033,0,0,0,0.967
9276,0.423,0,0.027,0.5,0.05
9277,0.243,0,0.06,0.62,0.077
9278,0.892,0,0.001,0.087,0.02
9279,0.022,0,0.152,0.396,0.43
9280,0.005,0,0,0,0.995
9281,0.737,0,0,0.259,0.004
9282,0.766,0,0,0.119,0.115
9283,0.195,0,0.006,0.785,0.014
9284,0.56,0,0.001,0.408,0.031
9285,0.085,0,0.017,0.016,0.882
9286,0.068,0,0,0,0.932
9287,0.136,0,0,0,0.864
9288,0.999,0,0,0,0.001
9289,0.948,0,0,0,0.052
9290,0.951,0,0,0,0.049
9291,0.978,0,0,0.007,0.015
9292,0.676,0,0.007,0.137,0.18
9293,0.061,0,0,0.003,0.936
9294,0.09,0,0.007,0.018,0.885
9295,0.983,0,0,0.016,0.001
9296,0.255,0,0,0,0.745
9297,0.996,0,0,0,0.004
9298,0.066,0,0,0,0.934
9299,0.372,0,0,0.615,0.013
9300,0.623,0,0.001,0.361,0.015
9301,0.721,0,0,0,0.279
9302,0.026,0,0,0,0.974
9303,0.061,0,0.009,0,0.93
9304,0.365,0,0.014,0.593,0.028
9305,0.759,0,0,0.212,0.029
9306,0.698,0,0,0.294,0.008
9307,0.997,0,0,0,0.003
9308,0.125,0,0,0.874,0.001
9309,0.263,0,0.002,0.724,0.011
9310,0.937,0,0,0,0.063
9311,0.186,0,0,0.809,0.005
9312,0.047,0,0,0,0.953
9313,0.924,0,0,0,0.076
9314,0.994,0,0,0.006,0
9315,0.993,0,0,0.001,0.006
9316,0.972,0,0,0.027,0.001
9317,0.417,0,0,0.521,0.062
9318,0.029,0,0.002,0.123,0.846
9319,0.245,0,0.001,0.753,0.001
9320,0.951,0,0,0,0.049
9321,0.133,0,0.002,0.859,0.006
9322,0.066,0,0,0,0.934
9323,0.983,0,0,0,0.017
9324,0.033,0,0,0,0.967
9325,0.995,0,0,0,0.005
9326,0.097,0,0,0.902,0.001
9327,0.817,0,0,0.129,0.054
9328,0.045,0,0.07,0.514,0.371
9329,0.035,0,0.031,0.597,0.337
9330,0.805,0,0,0.19,0.005
9331,0.038,0,0,0,0.962
9332,0.387,0,0,0,0.613
9333,0.129,0,0,0,0.871
9334,0.169,0,0,0.827,0.004
9335,0.04,0,0,0,0.96
9336,0.08,0.023,0.008,0.267,0.622
9337,0.248,0,0.007,0.707,0.038
9338,0.199,0,0.039,0.756,0.006
9339,0.114,0,0,0.883,0.003
9340,0.001,0,0,0,0.999
9341,0.936,0,0,0,0.064
9342,0.983,0,0,0.016,0.001
9343,0.871,0,0,0.09,0.039
9344,0.959,0,0,0,0.041
9345,0.352,0,0,0,0.648
9346,0.631,0,0,0.368,0.001
9347,0.047,0,0,0,0.953
9348,0.031,0,0,0,0.969
9349,0.996,0,0,0,0.004
9350,0.936,0,0,0.006,0.058
9351,0.686,0,0,0.309,0.005
9352,0.998,0,0,0,0.002
9353,0.04,0,0,0,0.96
9354,0.49,0,0,0.002,0.508
9355,0.141,0,0,0,0.859
9356,0.066,0,0,0,0.934
9357,0.67,0,0.007,0.014,0.309
9358,0.127,0,0,0,0.873
9359,0.98,0,0,0.017,0.003
9360,0.164,0,0.002,0.832,0.002
9361,0.352,0,0,0,0.648
9362,0.343,0,0,0,0.657
9363,0.945,0,0,0.029,0.026
9364,0.043,0,0,0,0.957
9365,0.67,0,0.007,0.014,0.309
9366,0.924,0,0,0,0.076
9367,0.982,0,0,0.014,0.004
9368,0.986,0,0,0.006,0.008
9369,0.057,0,0,0,0.943
9370,0.993,0,0,0.007,0
9371,0.924,0,0,0,0.076
9372,0.023,0,0.109,0.693,0.175
9373,0.038,0,0,0,0.962
9374,0.998,0,0,0,0.002
9375,0.968,0,0,0,0.032
9376,0.061,0,0.061,0.439,0.439
9377,0.002,0,0,0,0.998
9378,0.022,0,0.108,0.204,0.666
9379,0.968,0,0,0.014,0.018
9380,0.456,0,0.023,0.52,0.001
9381,0.917,0,0,0.08,0.003
9382,0.989,0,0,0.011,0
9383,0.66,0,0,0.322,0.018
9384,0.051,0,0,0,0.949
9385,0.943,0,0.005,0.019,0.033
9386,0.988,0,0,0,0.012
9387,0.49,0,0,0.485,0.025
9388,0.001,0,0,0,0.999
9389,0.505,0,0.012,0.445,0.038
9390,0.921,0,0.003,0.07,0.006
9391,0.041,0,0.001,0.088,0.87
9392,0.305,0,0,0,0.695
9393,0.982,0,0,0.017,0.001
9394,0.694,0,0,0.3,0.006
9395,0.067,0,0,0.043,0.89
9396,0.341,0,0.001,0.658,0
9397,0.076,0,0.004,0.153,0.767
9398,0.929,0,0.001,0.049,0.021
9399,0.083,0,0,0.912,0.005
9400,0.825,0,0,0.15,0.025
9401,0.213,0,0,0.783,0.004
9402,0.033,0,0,0,0.967
9403,0.681,0,0,0.315,0.004
9404,0.949,0,0,0.02,0.031
9405,0.416,0,0,0.561,0.023
9406,0.975,0,0,0.001,0.024
9407,0.06,0,0,0.015,0.925
9408,0.043,0,0,0,0.957
9409,0.878,0,0,0.055,0.067
9410,0.999,0,0,0,0.001
9411,0.336,0,0,0,0.664
9412,0.876,0,0,0.086,0.038
9413,0.125,0,0,0.874,0.001
9414,0.722,0,0.098,0.097,0.083
9415,0.679,0,0,0.311,0.01
9416,0.951,0,0,0,0.049
9417,0.998,0,0,0,0.002
9418,0.95,0,0,0.018,0.032
9419,0.06,0.001,0.042,0.329,0.568
9420,0.071,0,0.004,0.005,0.92
9421,0.942,0,0,0,0.058
9422,0.973,0,0,0.025,0.002
9423,0.998,0,0,0,0.002
9424,0.134,0.001,0.06,0.235,0.57
9425,0.994,0,0,0,0.006
9426,0.67,0,0.007,0.014,0.309
9427,0.083,0,0,0.912,0.005
9428,0.657,0,0,0.337,0.006
9429,0.878,0,0,0.071,0.051
9430,0.817,0,0.001,0.163,0.019
9431,0.948,0,0,0.052,0
9432,0.127,0,0,0,0.873
9433,0.16,0,0,0.838,0.002
9434,0.002,0,0.011,0,0.987
9435,0.613,0,0,0,0.387
9436,0.41,0,0,0.567,0.023
9437,0.112,0.005,0.002,0.087,0.794
9438,0.339,0,0,0.631,0.03
9439,0.959,0,0,0,0.041
9440,0.072,0.001,0.023,0.158,0.746
9441,0.213,0,0,0.673,0.114
9442,0.991,0,0,0.001,0.008
9443,0.961,0,0,0.02,0.019
9444,0.129,0,0,0,0.871
9445,0.031,0,0,0,0.969
9446,0.001,0,0,0,0.999
9447,0.989,0,0,0,0.011
9448,0.968,0,0,0.012,0.02
9449,0.679,0,0,0,0.321
9450,0.633,0,0,0,0.367
9451,0.461,0,0,0.539,0
9452,0.827,0,0,0.167,0.006
9453,0.001,0,0,0,0.999
9454,0.937,0,0,0,0.063
9455,0.001,0,0,0,0.999
9456,0.989,0,0,0.011,0
9457,0.031,0,0,0,0.969
9458,0.141,0,0,0,0.859
9459,0.352,0,0,0,0.648
9460,0.127,0,0,0,0.873
9461,0.255,0,0,0,0.745
9462,0.115,0,0,0.026,0.859
9463,0.174,0,0,0.826,0
9464,0.959,0,0,0,0.041
9465,0.039,0,0,0,0.961
9466,0.115,0,0,0.026,0.859
9467,0.598,0,0,0.401,0.001
9468,0.047,0,0,0,0.953
9469,0.053,0.004,0.01,0.024,0.909
9470,0.068,0,0.002,0.004,0.926
9471,0.903,0,0,0.051,0.046
9472,0.172,0,0.003,0.815,0.01
9473,1,0,0,0,0
9474,0.827,0,0,0.167,0.006
9475,0.025,0,0.101,0.4,0.474
9476,0.231,0,0,0.753,0.016
9477,0.951,0,0,0,0.049
9478,0.016,0,0.263,0.566,0.155
9479,0.968,0,0,0,0.032
9480,0.937,0,0,0,0.063
9481,0.061,0,0.009,0,0.93
9482,0.995,0,0,0.003,0.002
9483,0.729,0,0.002,0.246,0.023
9484,0.95,0,0.003,0,0.047
9485,0.302,0,0,0.008,0.69
9486,0.994,0,0,0,0.006
9487,0.963,0,0,0.034,0.003
9488,0.04,0,0.05,0.363,0.547
9489,0.803,0,0.003,0.009,0.185
9490,0.054,0,0.18,0.281,0.485
9491,0.218,0,0,0.765,0.017
9492,0.039,0,0,0,0.961
9493,0.951,0,0,0,0.049
9494,0.066,0,0.008,0.013,0.913
9495,0.959,0,0,0,0.041
9496,0.612,0,0.002,0.331,0.055
9497,0.948,0,0,0,0.052
9498,0.288,0,0,0,0.712
9499,0.948,0,0,0,0.052
9500,0.197,0,0,0.793,0.01
9501,0.836,0,0,0.118,0.046
9502,0.892,0,0.001,0.087,0.02
9503,0.992,0,0,0.007,0.001
9504,0.957,0,0,0.009,0.034
9505,0.001,0,0,0,0.999
9506,0.083,0,0,0.912,0.005
9507,0.957,0,0,0.018,0.025
9508,0.679,0,0,0.311,0.01
9509,0.947,0,0.008,0.034,0.011
9510,0.917,0,0,0.08,0.003
9511,0.033,0,0,0,0.967
9512,0.047,0,0,0,0.953
9513,0.3,0,0.01,0.687,0.003
9514,0.999,0,0,0.001,0
9515,0.129,0,0,0,0.871
9516,0.385,0,0,0.009,0.606
9517,0.05,0,0,0,0.95
9518,0.031,0,0,0,0.969
9519,0.063,0.003,0.003,0.073,0.858
9520,0.991,0,0,0.001,0.008
9521,0.66,0,0,0.322,0.018
9522,0.969,0,0,0.027,0.004
9523,0.343,0,0,0,0.657
9524,0.02,0,0.279,0.257,0.444
9525,0.732,0,0,0.268,0
9526,0.948,0,0,0,0.052
9527,0.986,0,0,0.013,0.001
9528,0.942,0,0.001,0.048,0.009
9529,0.932,0,0.001,0.044,0.023
9530,0.031,0,0,0,0.969
9531,0.061,0,0,0,0.939
9532,0.992,0,0,0,0.008
9533,0.169,0,0,0.827,0.004
9534,0.04,0,0,0,0.96
9535,0.889,0,0.001,0.098,0.012
9536,0.047,0,0,0,0.953
9537,0.993,0,0,0,0.007
9538,0.924,0,0,0,0.076
9539,0.771,0,0.004,0.194,0.031
9540,0.964,0,0,0.033,0.003
9541,0.817,0,0.001,0.163,0.019
9542,0.038,0,0,0,0.962
9543,0.815,0,0,0.116,0.069
9544,0.055,0,0.067,0.283,0.595
9545,0.047,0,0,0,0.953
9546,0.352,0,0,0,0.648
9547,0.987,0,0,0.013,0
9548,0.926,0.013,0,0.013,0.048
9549,0.721,0,0,0,0.279
9550,0.942,0,0,0,0.058
9551,0.819,0,0,0.177,0.004
9552,0.115,0,0,0.026,0.859
9553,0.033,0,0.003,0.649,0.315
9554,0.924,0,0,0,0.076
9555,0.94,0,0.001,0.027,0.032
9556,0.937,0,0.004,0.002,0.057
9557,0.04,0,0,0,0.96
9558,0.95,0,0,0.044,0.006
9559,0.909,0,0.025,0.049,0.017
9560,0.033,0,0,0,0.967
9561,0.999,0,0,0,0.001
9562,0.613,0,0,0,0.387
9563,0.141,0,0,0,0.859
9564,0.202,0,0,0.782,0.016
9565,0.58,0,0,0.356,0.064
9566,0.387,0,0,0.613,0
9567,0.98,0,0,0.016,0.004
9568,0.633,0,0,0,0.367
9569,0.933,0,0,0.066,0.001
9570,0.078,0,0,0,0.922
9571,0.924,0,0,0,0.076
9572,0.887,0,0.008,0.014,0.091
9573,0.67,0,0.007,0.014,0.309
9574,0.243,0,0.001,0.725,0.031
9575,0.041,0,0,0,0.959
9576,0.04,0,0,0,0.96
9577,0.892,0,0,0.1,0.008
9578,0.977,0,0,0.001,0.022
9579,0.951,0,0,0,0.049
9580,0.476,0,0,0.443,0.081
9581,0.951,0,0,0,0.049
9582,0.002,0,0,0,0.998
9583,0.005,0,0,0,0.995
9584,0.005,0,0.072,0.008,0.915
9585,0.67,0,0,0.304,0.026
9586,0.197,0,0,0.798,0.005
9587,0.961,0,0,0.017,0.022
9588,0.975,0,0.004,0.009,0.012
9589,0.528,0,0,0.388,0.084
9590,0.998,0,0,0.002,0
9591,0.204,0,0.008,0.758,0.03
9592,0.999,0,0,0.001,0
9593,0.333,0,0,0.003,0.664
9594,0.299,0,0.009,0.665,0.027
9595,0.948,0,0,0,0.052
9596,0.49,0,0,0.51,0
9597,0.039,0,0,0,0.961
9598,0.446,0,0,0.007,0.547
9599,0.044,0,0.006,0.012,0.938
9600,0.951,0,0,0,0.049
9601,0.343,0,0,0,0.657
9602,0.075,0,0.013,0.378,0.534
9603,0.04,0,0,0,0.96
9604,0.964,0,0,0,0.036
9605,0.584,0,0,0.403,0.013
9606,0.633,0,0,0,0.367
9607,0.99,0,0,0.005,0.005
9608,0.502,0,0,0.492,0.006
9609,0.033,0,0,0.024,0.943
9610,0.768,0,0.005,0.047,0.18
9611,0.959,0,0,0,0.041
9612,0.091,0,0.015,0.299,0.595
9613,0.998,0,0,0.001,0.001
9614,0.978,0,0,0.008,0.014
9615,0.936,0,0,0,0.064
9616,0.021,0,0.062,0.503,0.414
9617,0.033,0,0,0,0.967
9618,0.019,0,0.027,0,0.954
9619,0.031,0,0,0,0.969
9620,0.064,0,0,0,0.936
9621,0.062,0,0.002,0.054,0.882
9622,0.97,0,0,0,0.03
9623,0.04,0,0,0,0.96
9624,0.948,0,0,0,0.052
9625,0.271,0,0,0.729,0
9626,0.018,0,0.164,0.571,0.247
9627,0.692,0,0,0.295,0.013
9628,0.954,0,0,0.031,0.015
9629,0.859,0,0.001,0.139,0.001
9630,0.263,0,0.005,0.669,0.063
9631,0.202,0,0,0.782,0.016
9632,0.49,0,0,0.487,0.023
9633,0.947,0,0,0.049,0.004
9634,0.859,0,0,0.107,0.034
9635,1,0,0,0,0
9636,0.228,0,0.002,0.755,0.015
9637,0.819,0,0,0.177,0.004
9638,0.924,0,0,0,0.076
9639,0.968,0,0,0.003,0.029
9640,0.038,0,0,0.028,0.934
9641,0.047,0,0,0,0.953
9642,0.292,0,0.001,0.087,0.62
9643,0.05,0,0,0,0.95
9644,0.286,0,0,0.002,0.712
9645,0.997,0,0,0.003,0
9646,0.033,0,0.082,0.376,0.509
9647,0.375,0,0,0.624,0.001
9648,0.991,0,0,0.009,0
9649,0.321,0,0,0,0.679
9650,0.942,0,0,0,0.058
9651,0.04,0,0,0,0.96
9652,0.919,0,0,0.076,0.005
9653,0.127,0,0,0,0.873
9654,0.972,0,0.001,0.003,0.024
9655,0.477,0,0,0.522,0.001
9656,0.948,0,0,0,0.052
9657,0.001,0,0,0,0.999
9658,0.048,0,0.409,0.083,0.46
9659,0.461,0,0,0.539,0
9660,0.033,0,0,0,0.967
9661,0.442,0,0,0.554,0.004
9662,0.981,0,0,0.019,0
9663,0.78,0,0.011,0.012,0.197
9664,0.001,0,0,0,0.999
9665,0.924,0,0,0,0.076
9666,0.948,0,0,0,0.052
9667,0.379,0,0.003,0.537,0.081
9668,0.129,0,0,0,0.871
9669,0.061,0,0.009,0,0.93
9670,0.67,0,0.007,0.014,0.309
9671,0.997,0,0,0,0.003
9672,0.04,0,0,0,0.96
9673,0.924,0,0,0,0.076
9674,0.959,0,0,0,0.041
9675,0.631,0,0.017,0.006,0.346
9676,0.961,0,0,0,0.039
9677,1,0,0,0,0
9678,0.302,0,0,0.688,0.01
9679,0.997,0,0,0.003,0
9680,0.047,0,0,0,0.953
9681,0.809,0,0,0.182,0.009
9682,0.001,0,0,0,0.999
9683,0.999,0,0,0,0.001
9684,0.934,0,0,0.043,0.023
9685,0.613,0,0,0,0.387
9686,0.143,0,0,0.854,0.003
9687,0.05,0,0,0,0.95
9688,0.146,0,0,0.003,0.851
9689,0.325,0,0.025,0.157,0.493
9690,0.942,0,0.001,0.048,0.009
9691,0.054,0,0.161,0.182,0.603
9692,0.983,0,0.002,0.004,0.011
9693,0.048,0,0.094,0.476,0.382
9694,0.973,0,0,0.027,0
9695,0.047,0,0,0,0.953
9696,0.825,0,0,0.15,0.025
9697,0.074,0,0,0,0.926
9698,0.114,0,0,0.883,0.003
9699,0.05,0,0,0,0.95
9700,0.942,0,0,0,0.058
9701,0.041,0,0.088,0.619,0.252
9702,0.97,0,0,0.006,0.024
9703,0.924,0,0,0,0.076
9704,0.497,0.001,0.006,0.015,0.481
9705,0.822,0,0,0.15,0.028
9706,0.039,0,0,0,0.961
9707,0.117,0,0,0.001,0.882
9708,0.299,0,0.023,0.658,0.02
9709,0.839,0,0.009,0.026,0.126
9710,0.997,0,0,0.001,0.002
9711,0.999,0,0,0,0.001
9712,0.579,0,0.006,0.131,0.284
9713,0.39,0,0.011,0.591,0.008
9714,0.78,0,0.011,0.012,0.197
9715,0.35,0,0.001,0.613,0.036
9716,0.76,0,0,0.236,0.004
9717,0.997,0,0,0,0.003
9718,0.491,0,0,0.449,0.06
9719,0.895,0,0.005,0.009,0.091
9720,0.031,0,0.102,0.73,0.137
9721,0.697,0,0,0,0.303
9722,0.937,0,0,0,0.063
9723,0.63,0,0,0.345,0.025
9724,0.033,0,0,0,0.967
9725,0.95,0,0,0.044,0.006
9726,0.924,0,0,0,0.076
9727,0.679,0,0.001,0.291,0.029
9728,0.937,0,0,0,0.063
9729,0.325,0,0,0.515,0.16
9730,0.05,0,0,0,0.95
9731,0.447,0,0,0.551,0.002
9732,0.06,0,0.189,0.31,0.441
9733,0.961,0,0,0,0.039
9734,0.064,0,0,0,0.936
9735,0.959,0,0,0,0.041
9736,0.973,0,0,0,0.027
9737,0.993,0,0,0.001,0.006
9738,0.954,0,0,0.031,0.015
9739,0.974,0,0,0.017,0.009
9740,0.959,0,0,0,0.041
9741,0.975,0,0,0.022,0.003
9742,0.924,0,0,0,0.076
9743,0.725,0,0.003,0.15,0.122
9744,0.963,0,0,0.037,0
9745,0.919,0,0,0.072,0.009
9746,0.146,0,0,0.003,0.851
9747,0.265,0,0,0.731,0.004
9748,0.033,0,0,0.123,0.844
9749,0.824,0,0,0.152,0.024
9750,0.25,0,0,0.732,0.018
9751,0.375,0,0,0.624,0.001
9752,0.962,0,0,0.033,0.005
9753,0.04,0,0,0,0.96
9754,0.036,0,0.016,0.437,0.511
9755,0.05,0,0,0,0.95
9756,0.882,0,0,0.111,0.007
9757,0.049,0,0.002,0.001,0.948
9758,0.937,0,0,0,0.063
9759,0.352,0,0,0,0.648
9760,0.064,0,0,0,0.936
9761,0.178,0,0,0.821,0.001
9762,0.005,0,0,0,0.995
9763,0.924,0,0,0,0.076
9764,0.038,0,0.003,0.004,0.955
9765,0.999,0,0,0.001,0
9766,0.951,0,0,0,0.049
9767,0.423,0,0,0.577,0
9768,0.04,0,0,0,0.96
9769,0.032,0,0,0,0.968
9770,0.047,0,0,0,0.953
9771,0.948,0,0,0.052,0
9772,0.168,0,0,0.831,0.001
9773,0.953,0,0,0.043,0.004
9774,0.49,0,0,0.002,0.508
9775,0.937,0,0,0,0.063
9776,0.117,0,0,0.001,0.882
9777,0.572,0,0.002,0.424,0.002
9778,0.068,0,0.002,0.004,0.926
9779,0.964,0,0,0.033,0.003
9780,0.885,0,0.006,0.087,0.022
9781,0.047,0,0,0,0.953
9782,0.941,0,0,0.021,0.038
9783,0.997,0,0,0.003,0
9784,0.559,0,0,0.423,0.018
9785,0.991,0,0,0,0.009
9786,0.078,0,0.001,0.054,0.867
9787,0.999,0,0,0,0.001
9788,0.948,0.002,0,0.017,0.033
9789,0.059,0,0.09,0.408,0.443
9790,0.908,0,0,0.038,0.054
9791,0.125,0,0,0.856,0.019
9792,0.947,0,0,0.042,0.011
9793,0.917,0,0,0.08,0.003
9794,0.512,0,0,0.369,0.119
9795,0.238,0,0.033,0.719,0.01
9796,0.781,0,0.006,0.087,0.126
9797,0.031,0,0,0,0.969
9798,0.266,0,0.014,0.673,0.047
9799,0.95,0,0,0.018,0.032
9800,0.129,0,0,0,0.871
9801,0.981,0,0,0.004,0.015
9802,0.071,0,0.115,0.357,0.457
9803,0.892,0,0.001,0.087,0.02
9804,0.05,0,0,0,0.95
9805,0.919,0,0,0.072,0.009
9806,0.005,0,0.129,0.028,0.838
9807,0.637,0,0,0,0.363
9808,0.788,0,0,0.211,0.001
9809,0.038,0,0,0,0.962
9810,0.951,0,0,0,0.049
9811,0.005,0,0,0,0.995
9812,0.343,0,0,0,0.657
9813,0.27,0,0.06,0.046,0.624
9814,0.225,0,0.004,0.763,0.008
9815,0.321,0,0,0,0.679
9816,0.49,0,0,0.485,0.025
9817,0.927,0,0,0.04,0.033
9818,0.031,0,0,0,0.969
9819,0.966,0,0,0.028,0.006
9820,0.951,0,0,0,0.049
9821,0.998,0,0,0.002,0
9822,0.951,0,0,0,0.049
9823,0.122,0,0,0,0.878
9824,0.989,0,0,0.011,0
9825,0.046,0,0.012,0.026,0.916
9826,0.961,0,0,0,0.039
9827,0.321,0,0,0,0.679
9828,0.97,0,0,0,0.03
9829,0.276,0,0,0.712,0.012
9830,0.385,0,0,0.009,0.606
9831,0.99,0,0,0,0.01
9832,0.031,0,0,0,0.969
9833,0.697,0,0,0,0.303
9834,0.047,0,0,0,0.953
9835,0.998,0,0,0.002,0
9836,0.383,0,0,0.615,0.002
9837,0.825,0,0,0.041,0.134
9838,0.127,0,0,0,0.873
9839,0.987,0,0,0.001,0.012
9840,0.512,0,0,0.484,0.004
9841,0.917,0,0,0.08,0.003
9842,0.066,0,0,0,0.934
9843,0.97,0,0,0,0.03
9844,0.36,0,0,0.638,0.002
9845,0.995,0,0,0,0.005
9846,0.033,0,0,0.024,0.943
9847,0.996,0,0,0,0.004
9848,0.942,0,0,0,0.058
9849,0.817,0,0.001,0.163,0.019
9850,0.038,0,0,0,0.962
9851,0.613,0,0,0,0.387
9852,0.027,0,0.142,0.575,0.256
9853,0.702,0.04,0,0.229,0.029
9854,0.951,0,0,0,0.049
9855,0.631,0,0,0.368,0.001
9856,0.955,0,0.004,0.028,0.013
9857,0.937,0,0,0,0.063
9858,0,0,0,0,1
9859,0.825,0,0,0.126,0.049
9860,0.061,0,0.061,0.439,0.439
9861,0.127,0,0,0,0.873
9862,0.951,0,0,0,0.049
9863,0.679,0,0,0.283,0.038
9864,0.994,0,0,0,0.006
9865,0.961,0,0,0,0.039
9866,0.245,0,0.001,0.753,0.001
9867,0.937,0,0,0,0.063
9868,0.181,0,0.004,0.789,0.026
9869,0.964,0,0,0.018,0.018
9870,0.859,0,0.001,0.139,0.001
9871,0.04,0,0,0,0.96
9872,0.318,0,0,0.678,0.004
9873,0.968,0,0,0,0.032
9874,0.959,0,0,0,0.041
9875,0.064,0,0,0.041,0.895
9876,0.984,0,0,0.014,0.002
9877,0.172,0,0,0.826,0.002
9878,0.213,0,0,0.783,0.004
9879,0.055,0,0.069,0.309,0.567
9880,0.076,0,0.004,0.153,0.767
9881,0.083,0,0,0.912,0.005
9882,0.033,0,0,0,0.967
9883,0.316,0,0,0.684,0
9884,0.385,0,0.001,0.599,0.015
9885,0.577,0,0,0.322,0.101
9886,0.054,0.001,0.239,0.403,0.303
9887,0.887,0,0.008,0.014,0.091
9888,0.984,0,0,0.003,0.013
9889,0.044,0,0.107,0.305,0.544
9890,0.817,0,0,0.182,0.001
9891,0.936,0,0,0,0.064
9892,0.997,0,0,0,0.003
9893,0.744,0,0,0.224,0.032
9894,0.077,0,0.233,0.34,0.35
9895,0.463,0,0,0.537,0
9896,0.004,0,0.007,0,0.989
9897,0.959,0,0,0.018,0.023
9898,0.97,0,0,0,0.03
9899,0.997,0,0,0,0.003
9900,0.91,0,0,0.076,0.014
9901,0.047,0,0,0,0.953
9902,0.05,0,0,0,0.95
9903,0.766,0,0,0.233,0.001
9904,0.609,0,0.106,0.254,0.031
9905,0.968,0,0,0.014,0.018
9906,0.164,0,0.002,0.832,0.002
9907,0.959,0,0,0,0.041
9908,0.991,0,0,0.001,0.008
9909,0.534,0,0,0.466,0
9910,0.127,0,0,0,0.873
9911,0.97,0,0,0,0.03
9912,0.827,0,0,0.127,0.046
9913,0.061,0,0,0,0.939
9914,0.031,0,0,0,0.969
9915,0.472,0,0,0.526,0.002
9916,0.082,0,0.062,0.119,0.737
9917,0.936,0,0,0,0.064
9918,0.93,0,0,0.062,0.008
9919,0.043,0,0,0,0.957
9920,0.91,0,0,0.005,0.085
9921,0.047,0,0,0,0.953
9922,0.022,0,0.152,0.396,0.43
9923,0.114,0,0,0.883,0.003
9924,0.407,0,0,0.59,0.003
9925,0.417,0,0,0.521,0.062
9926,0.129,0,0,0,0.871
9927,0.173,0,0.043,0.773,0.011
9928,0.043,0,0,0,0.957
9929,0.025,0,0.09,0.571,0.314
9930,0.711,0,0,0.266,0.023
9931,0.827,0,0,0.138,0.035
9932,0.974,0,0,0.017,0.009
9933,0.075,0.001,0.007,0.162,0.755
9934,0.598,0,0,0.401,0.001
9935,0.005,0,0,0,0.995
9936,0.996,0,0,0,0.004
9937,0.093,0,0.018,0.011,0.878
9938,0.665,0,0,0.333,0.002
9939,0.282,0,0,0.07,0.648
9940,0.263,0,0,0.735,0.002
9941,0.082,0,0.062,0.119,0.737
9942,0.043,0.002,0.137,0.325,0.493
9943,0.999,0,0,0.001,0
9944,0.924,0,0,0,0.076
9945,0.061,0,0,0,0.939
9946,0.002,0,0.003,0,0.995
9947,0.154,0.001,0.004,0,0.841
9948,0.574,0,0.001,0.348,0.077
9949,0.988,0,0,0.002,0.01
9950,0.77,0,0,0.114,0.116
9951,0.73,0,0,0.254,0.016
9952,0.674,0,0.001,0.279,0.046
9953,0.964,0,0,0,0.036
9954,0.989,0,0,0.002,0.009
9955,0.047,0,0,0,0.953
9956,0.942,0,0,0,0.058
9957,0.076,0,0.004,0.153,0.767
9958,0.137,0,0,0,0.863
9959,0.129,0,0,0,0.871
9960,0.613,0,0,0.387,0
9961,0.005,0,0.072,0.008,0.915
9962,0.061,0,0,0,0.939
9963,0.993,0,0,0,0.007
9964,0.132,0,0.128,0.23,0.51
9965,0.234,0,0,0,0.766
9966,0.991,0,0,0.001,0.008
9967,0.951,0,0,0,0.049
9968,0.968,0,0,0,0.032
9969,0.805,0,0,0.19,0.005
9970,0.45,0,0,0.538,0.012
9971,0.751,0,0.005,0.064,0.18
9972,0.061,0,0.009,0,0.93
9973,0.951,0,0,0,0.049
9974,0.754,0,0,0,0.246
9975,0.005,0,0,0,0.995
9976,0.04,0,0,0,0.96
9977,0.939,0,0,0.009,0.052
9978,0.225,0,0.004,0.763,0.008
9979,0.85,0,0.002,0.145,0.003
9980,0.047,0,0,0,0.953
9981,0.982,0,0,0.001,0.017
9982,0.968,0,0,0,0.032
9983,0.667,0,0,0.096,0.237
9984,0.997,0,0,0.003,0
9985,0.995,0,0,0,0.005
9986,0.908,0,0.005,0.01,0.077
9987,0.937,0,0,0,0.063
9988,0.127,0,0.043,0.314,0.516
9989,0.959,0,0,0,0.041
9990,0.957,0,0.001,0.025,0.017
9991,0.756,0,0,0.162,0.082
9992,0.976,0,0.001,0.006,0.017
9993,0.234,0,0,0,0.766
9994,0.072,0,0,0.004,0.924
9995,0.042,0,0.027,0.636,0.295
9996,0.942,0,0,0,0.058
9997,0.968,0,0,0,0.032
9998,0.141,0,0,0,0.859
9999,0.175,0,0.001,0.005,0.819
10000,0.937,0,0,0,0.063
10001,0.42,0,0.002,0.576,0.002
10002,0.011,0,0.003,0,0.986
10003,0.033,0,0,0,0.967
10004,0.137,0,0,0,0.863
10005,0.067,0,0,0,0.933
10006,0.067,0,0.075,0.127,0.731
10007,0.953,0,0,0.043,0.004
10008,0.041,0,0,0,0.959
10009,0.989,0,0,0.011,0
10010,0.082,0,0,0.003,0.915
10011,0.822,0,0,0.107,0.071
